Product,Type,Release Date,Transistors (million)
NVIDIA GeForce RTX 2070 Max-Q,GPU,2019-01-29,10800
ATI Radeon HD 4350,GPU,2008-09-30,242
3dfx Voodoo4-2 4200 PCI 16 MB,GPU,NaT,14
AMD Radeon HD 6570 OEM,GPU,2011-02-07,716
NVIDIA GeForce4 MX 440-SE,GPU,2002-02-06,29
AMD Radeon R7 240 OEM,GPU,2013-11-01,950
ATI FireGL V7350,GPU,2005-10-01,321
ATI Radeon HD 5870 Eyefinity 6,GPU,2010-03-11,2154
NVIDIA GeForce2 MX DH Pro TV,GPU,2000-06-28,20
AMD FirePro D700,GPU,2014-01-18,4313
NVIDIA GeForce 9100M G mGPU Intel,GPU,2008-07-29,314
ATI Radeon 9600,GPU,2003-10-01,60
NVIDIA GeForce GTX 260M,GPU,2009-03-03,754
AMD Radeon 550X 640SP,GPU,2018-04-11,2200
AMD Radeon R9 M470,GPU,2016-05-15,2080
Intel Aubrey Isle,GPU,2010-05-31,2300
ATI Radeon HD 3570,GPU,2010-07-05,181
AMD Radeon E9174 MXM,GPU,2017-10-03,2200
NVIDIA GeForce 9700M GT,GPU,2008-07-29,314
AMD Radeon RX 6600,GPU,NaT,
ATI Radeon HD 2900 XTX,GPU,NaT,720
AMD Radeon Pro 5500 XT,GPU,2020-08-04,6400
AMD Radeon RX 480 Mobile,GPU,2016-08-04,5700
ATI Mobility Radeon 9600,GPU,2004-06-01,76
ATI Radeon HD 5450 PCI,GPU,2010-02-04,292
Intel UHD Graphics G7,GPU,2020-05-28,
NVIDIA GeForce GTX 980M,GPU,2014-10-07,5200
ATI Radeon X850 XT Platinum,GPU,2004-12-21,160
NVIDIA GeForce GT 330M Mac Edition,GPU,2010-04-26,486
ATI FirePro RG220,GPU,2008-05-01,242
NVIDIA GeForce2 MX,GPU,2000-06-28,20
ATI Radeon X1950 CrossFire Edition,GPU,2006-09-10,384
NVIDIA TITAN V,GPU,2017-12-07,21100
NVIDIA GeForce GTS 150 OEM,GPU,2009-03-10,754
ATI Radeon HD 2400 XT,GPU,2007-06-28,180
NVIDIA GeForce RTX 2070,GPU,2018-10-17,10800
NVIDIA GeForce GTX 780 Rev. 2,GPU,2013-09-10,7080
AMD FirePro D300,GPU,2014-01-18,2800
NVIDIA GeForce 825M,GPU,2014-01-27,1020
NVIDIA P104-101,GPU,2018-01-05,7200
NVIDIA GeForce 720A,GPU,2014-07-01,585
AMD Radeon R6 M335DX,GPU,2015-12-12,690
NVIDIA GeForce 705M,GPU,2013-09-27,585
NVIDIA GeForce GTX 555 OEM,GPU,2011-05-14,1950
ATI FireGL 9600 T2-64S,GPU,2003-10-01,60
AMD Radeon HD 6990M,GPU,2011-07-12,1700
NVIDIA GeForce 7300 GT Mac Edition,GPU,2006-08-26,177
ATI All-In-Wonder 9700 PRO,GPU,2003-01-22,110
NVIDIA GeForce 210 Rev. 2,GPU,2009-10-12,260
Matrox Millennium G450 LP,GPU,NaT,10
AMD Radeon RX 550,GPU,2017-04-20,2200
AMD Radeon HD 8970M,GPU,2013-05-14,2800
ATI Mobility Radeon 7500,GPU,2001-12-01,60
ATI Radeon DDR VIVO OEM,GPU,2001-08-14,30
AMD Radeon HD 8410G IGP,GPU,2013-05-23,1303
AMD Radeon R9 Nano,GPU,2015-08-27,8900
NVIDIA GeForce 8800 GS Mac Edition,GPU,2008-01-31,754
AMD Radeon RX 460 1024SP,GPU,2017-01-17,3000
NVIDIA GeForce GT 720,GPU,2014-09-29,1020
NVIDIA GeForce 7200 GS,GPU,2006-01-18,112
AMD Radeon RX 6800 XT,GPU,2020-10-28,26800
AMD Radeon HD 7470M,GPU,2012-01-07,370
NVIDIA GeForce GT 620 OEM,GPU,2012-04-02,292
ATI Radeon X1300 PRO,GPU,2005-10-01,107
NVIDIA GeForce2 MX PCI,GPU,2000-06-28,20
NVIDIA GeForce 7300 SE,GPU,2006-03-22,112
NVIDIA GeForce 6800 GT Dual,GPU,2004-06-08,222
AMD FirePro W2100,GPU,2014-08-12,950
NVIDIA Quadro4 750 XGL,GPU,2002-02-19,63
NVIDIA GeForce 6200 SE TurboCache,GPU,2004-12-15,75
AMD Radeon RX 6700 XT,GPU,2021-03-03,17200
NVIDIA GeForce 9500M GS,GPU,2008-02-01,289
AMD FirePro S10000,GPU,2012-11-12,4313
NVIDIA GeForce 705A,GPU,2013-10-01,292
NVIDIA GeForce Go 6250,GPU,2006-02-01,75
NVIDIA Quadro P4200 Mobile,GPU,2018-02-21,7200
NVIDIA GeForce2 Go,GPU,2000-11-11,20
Intel HD Graphics,GPU,2012-04-01,392
ATI FirePro V4800,GPU,2010-04-26,627
NVIDIA GeForce GTX 280,GPU,2008-06-16,1400
ATI FirePro 2450 Multi-View PCIe x1,GPU,2009-01-01,181
NVIDIA GeForce RTX 3080 Mobile,GPU,2021-01-12,17400
XGI Volari Duo V8 Ultra,GPU,2003-09-15,110
NVIDIA Quadro FX 380 LP,GPU,2009-12-01,260
AMD Radeon R9 M385,GPU,2015-05-05,2080
ATI FirePro V8700,GPU,2008-09-11,956
ATI Radeon X1600 PRO,GPU,2007-10-01,157
NVIDIA GeForce RTX 3090,GPU,2020-09-01,28300
AMD FirePro W9100,GPU,2014-03-26,6200
NVIDIA GeForce 7800 GTX,GPU,2005-06-22,302
NVIDIA Tesla M2070-Q,GPU,2011-07-25,3100
NVIDIA Tesla X2090,GPU,2011-07-25,3000
NVIDIA GeForce GT 720A,GPU,2014-07-01,585
ATI Mobility Radeon X700,GPU,2005-03-01,120
NVIDIA GeForce GTX 285,GPU,2008-12-23,1400
AMD Playstation 4 GPU,GPU,2013-11-24,
ATI Radeon 9100,GPU,2003-04-01,60
ATI Radeon Xpress 1200 Mobile IGP,GPU,2007-02-28,120
NVIDIA GeForce GTS 360M,GPU,2010-01-07,727
AMD Radeon Pro WX 9100,GPU,2017-07-10,12500
NVIDIA GeForce GT 520M,GPU,2011-01-05,292
AMD Radeon R7 350 OEM,GPU,2015-05-05,950
NVIDIA GeForce FX Go5700,GPU,2005-02-01,82
AMD Radeon HD 7690M,GPU,2011-12-25,716
ATI Radeon 9250,GPU,2004-03-01,36
Intel GMA 3000,GPU,2006-06-01,
NVIDIA GeForce RTX 3050 Ti Mobile,GPU,2021-01-01,
NVIDIA Quadro FX 3700,GPU,2008-01-08,754
NVIDIA GeForce GT 640,GPU,2012-06-05,1270
NVIDIA GeForce 6200 AGP,GPU,2003-12-14,29
NVIDIA GeForce GTX 260 Core 216 Rev. 2,GPU,2008-11-27,1400
ATI Radeon HD 5950,GPU,NaT,2154
ATI Mobility Radeon HD 540v,GPU,2010-05-05,242
Matrox Parhelia Precision SDT,GPU,2001-01-01,80
NVIDIA Quadro NVS 280 AGP,GPU,2004-05-25,45
ATI Radeon HD 4730,GPU,2009-06-08,956
AMD FirePro W4170M,GPU,2014-04-28,950
NVIDIA Quadro FX 880M,GPU,2010-01-07,486
AMD FirePro M5100,GPU,2013-10-16,1500
AMD Radeon HD 7500G IGP,GPU,2012-05-15,1303
ATI Radeon HD 4250,GPU,2009-02-25,181
NVIDIA P102-100,GPU,2018-02-12,11800
AMD Radeon HD 6750M,GPU,2011-01-04,716
NVIDIA GeForce 6800 GS,GPU,2005-11-07,222
ATI All-In-Wonder 9000 PRO,GPU,2003-03-31,36
NVIDIA Quadro CX,GPU,2008-11-11,1400
NVIDIA Tesla M6,GPU,2015-08-30,5200
ATI Mobility Radeon HD 3430,GPU,2008-07-25,181
NVIDIA Quadro K610M,GPU,2013-07-23,1020
AMD Radeon Pro WX Vega M GL,GPU,2018-04-24,5000
AMD Radeon Pro 580X,GPU,2019-03-18,5700
Sony Playstation 2 GPU 250nm,GPU,2000-03-04,54
NVIDIA GeForce Go 7200,GPU,2006-09-01,112
NVIDIA A16 PCIe,GPU,2021-04-12,
AMD Radeon R9 M280X,GPU,2015-02-05,2080
ATI Radeon HD 3200 Mobile IGP,GPU,2009-11-01,180
NVIDIA GeForce GT 120M,GPU,2009-06-15,314
ATI Mobility Radeon HD 4860,GPU,2009-03-03,826
AMD FirePro S9000,GPU,2012-08-24,4313
AMD Radeon R2 Mobile Graphics,GPU,2015-01-28,930
ATI Xbox 360 S GPU,GPU,2010-06-19,372
AMD Radeon HD 8240 Mobile IGP,GPU,2013-11-01,1178
AMD Radeon RX 5300,GPU,2020-05-28,6400
AMD Radeon HD 6450 OEM,GPU,2011-02-07,370
NVIDIA Quadro P5000 Mobile,GPU,2017-01-11,7200
NVIDIA Quadro FX 5800,GPU,2008-11-11,1400
AMD Radeon HD 7650M Rebrand,GPU,2012-03-28,716
NVIDIA Quadro P1000 Mobile,GPU,2017-02-07,3300
ATI Radeon 9000 PRO,GPU,2002-07-18,36
ATI Radeon HD 4770,GPU,2009-04-28,826
NVIDIA GeForce 7100 + nForce 630i,GPU,2007-10-04,112
NVIDIA GeForce 9300 GS Rev. 2,GPU,2011-03-12,260
NVIDIA GeForce GTX 960 OEM,GPU,2015-11-26,5200
NVIDIA GeForce2 Ultra,GPU,2000-08-14,25
NVIDIA GeForce GT 555M,GPU,2012-03-26,1170
NVIDIA GeForce GTX 560 Ti,GPU,2011-01-25,1950
NVIDIA GeForce 205 OEM,GPU,2009-11-26,260
NVIDIA GeForce RTX 2070 Mobile,GPU,2019-01-29,10800
NVIDIA GeForce2 Go,GPU,2000-11-11,20
ATI Mobility Radeon X1800 XT,GPU,2006-03-01,321
NVIDIA GeForce GTX 780 6 GB,GPU,2013-09-10,7080
ATI Mobility Radeon HD 550v,GPU,2010-05-05,514
NVIDIA GeForce MX450 30.5W 10Gbps,GPU,2020-08-25,4700
AMD Radeon R9 M375,GPU,2015-05-05,1500
ATI Radeon HD 2350 PRO,GPU,2007-01-01,180
NVIDIA Quadro K5000M,GPU,2012-08-07,3540
AMD Radeon R9 280,GPU,2014-03-04,4313
AMD Radeon R7 Graphics,GPU,2014-01-11,2410
AMD Radeon HD 8770M,GPU,2013-04-01,950
AMD Playstation 4 Pro GPU,GPU,2016-11-10,5700
AMD Radeon R7 M465X,GPU,2016-05-15,1500
ATI Radeon X850 CrossFire Edition,GPU,2006-09-10,160
ATI Radeon Xpress 1100 Mobile IGP,GPU,2005-01-01,
ATI Radeon HD 2600 XT Mac Edition,GPU,2008-02-21,390
AMD FireStream 9250,GPU,2008-06-16,956
ATI Mobility Radeon HD 5850 Mac Edition,GPU,2010-01-07,1040
NVIDIA GeForce FX 5900,GPU,2003-05-12,135
NVIDIA Quadro 5000M,GPU,2010-07-27,3100
AMD FirePro W6170M,GPU,2014-08-25,2080
NVIDIA GeForce 6100 + nForce 400,GPU,2004-10-11,
AMD Radeon HD 6870M,GPU,2011-01-04,1040
ATI Radeon X800 GT AGP,GPU,2005-11-01,160
NVIDIA GeForce 7800 GS AGP,GPU,2006-02-02,302
NVIDIA GeForce GT 555M,GPU,2011-06-15,585
NVIDIA GeForce GT 645 OEM,GPU,2012-04-24,1950
NVIDIA NVS 2100M,GPU,2010-01-07,260
AMD Radeon R7 M265DX,GPU,2014-10-12,1550
AMD Radeon HD 6550M,GPU,2010-11-26,2154
NVIDIA GeForce GT 520 PCIe x1,GPU,2011-04-13,292
NVIDIA Quadro NVS 280 PCIe,GPU,2004-05-25,45
NVIDIA GRID K500,GPU,2014-07-02,3540
NVIDIA A100 SXM4 40 GB,GPU,2020-05-14,54200
NVIDIA Quadro M600M,GPU,2015-08-18,1870
AMD Radeon R6 M340DX,GPU,2015-12-12,690
AMD Radeon Vega 3,GPU,2019-11-20,4940
AMD Radeon HD 6230,GPU,2011-07-02,292
NVIDIA GeForce RTX 2080 SUPER Max-Q,GPU,2020-04-02,13600
AMD Radeon RX 580G,GPU,2018-10-15,5700
AMD FireStream 9270,GPU,2008-11-13,956
NVIDIA GeForce GTX 760 OEM,GPU,2016-11-06,3540
AMD Radeon HD 6380G IGP,GPU,2011-06-14,1178
AMD Radeon R9 FURY X2,GPU,NaT,8900
ATI Radeon X800 VE AGP,GPU,2004-09-01,160
NVIDIA GeForce2 MX 200 LP,GPU,2001-03-03,20
ATI Radeon X600 PRO,GPU,2004-09-01,75
NVIDIA GeForce 8200M G mGPU AMD,GPU,2008-06-03,210
NVIDIA GeForce 7300 GT AGP,GPU,2006-05-15,177
NVIDIA Quadro FX 500,GPU,2003-05-21,45
NVIDIA GeForce GTX 560 Ti OEM,GPU,2011-03-08,1950
ATI All-In-Wonder Radeon 8500,GPU,2001-11-14,60
NVIDIA GeForce 315 OEM,GPU,2011-04-28,727
Intel Iris Pro Graphics P6300,GPU,2014-09-05,
ATI Radeon IGP 330M,GPU,2002-05-01,30
NVIDIA GRID A100B,GPU,2020-05-14,54200
ATI Radeon X800 GT AGP,GPU,2007-11-08,160
AMD Radeon HD 6750M Mac Edition,GPU,2011-04-18,716
NVIDIA GeForce PCX 5950,GPU,2004-02-17,135
AMD Radeon HD 8570 OEM Rebrand,GPU,2013-07-23,716
NVIDIA Tesla V100 PCIe 32 GB,GPU,2018-03-27,21100
NVIDIA GeForce GTX 660M,GPU,2012-03-22,1270
NVIDIA GeForce GTX 780,GPU,2013-05-23,7080
ATI Fire GL2,GPU,2000-06-01,
AMD Radeon R9 370,GPU,2015-05-05,2800
NVIDIA GeForce GTX 765M,GPU,2013-05-30,2540
ATI Radeon X1300 PCI,GPU,2005-10-05,107
ATI All-In-Wonder X800 XT,GPU,2004-09-21,160
AMD Radeon HD 8510 OEM,GPU,2013-04-24,627
NVIDIA GeForce 8600M GT Mac Edition,GPU,2007-10-05,289
ATI Radeon X1300 LE,GPU,2005-10-05,107
AMD Radeon HD 6650A,GPU,2011-04-19,716
NVIDIA GeForce 940MX,GPU,2016-01-01,
NVIDIA GeForce 7650 GS,GPU,2006-03-22,177
Intel GMA 3150,GPU,2007-05-09,123
ATI FireGL V7200,GPU,2005-10-01,321
NVIDIA GeForce GTX 645 OEM,GPU,2013-04-22,2540
AMD Radeon RX 6700,GPU,2021-01-01,17200
NVIDIA GeForce 7900 GTX,GPU,2006-03-09,278
NVIDIA GeForce GTX 660,GPU,2012-09-06,2540
NVIDIA Quadro T2000 Mobile,GPU,2019-05-27,4700
NVIDIA GeForce 7800 GS+ 20Pipes AGP,GPU,2006-09-28,278
ATI Radeon X850 XT AGP,GPU,2005-02-28,160
Intel HD Graphics,GPU,2013-09-02,
AMD Radeon RX 570X,GPU,2018-04-11,5700
NVIDIA GeForce 6800 GT,GPU,2004-04-14,222
NVIDIA GeForce GT 425M,GPU,2010-09-03,585
Sony Playstation Vita GPU,GPU,2011-12-11,
AMD Radeon R7 M465,GPU,2016-05-15,690
ATI Radeon 7200,GPU,2000-06-01,30
ATI Mobility Radeon 9000,GPU,2002-09-01,36
NVIDIA GeForce GTX 480,GPU,2010-03-26,3100
AMD Radeon HD 7450 OEM,GPU,2012-01-05,370
Intel GMA 3650,GPU,2008-10-01,
ATI Mobility Radeon X600 SE,GPU,2004-06-01,75
ATI Mobility Radeon 9000,GPU,2002-09-01,36
NVIDIA Quadro K2000M,GPU,2012-06-01,1270
AMD Radeon Instinct MI6,GPU,2016-12-12,5700
AMD Radeon HD 8310G IGP,GPU,NaT,1303
Intel Iris Pro Graphics 6200,GPU,2014-09-05,
AMD Radeon R5 M315,GPU,2015-05-05,1550
ATI FireMV 2400 PCI,GPU,2008-01-01,75
NVIDIA GeForce GT 440 OEM,GPU,2010-10-11,1170
Intel GMA 3000,GPU,2006-06-01,
ATI Mobility FireGL V3200,GPU,2004-06-01,75
NVIDIA Tesla V100 DGXS 16 GB,GPU,2018-03-27,21100
AMD Radeon HD 7640G IGP,GPU,2012-05-15,1303
ATI Radeon HD 3450 PCI,GPU,2008-01-23,181
NVIDIA Tesla K20Xm,GPU,2012-11-12,7080
NVIDIA Quadro P600,GPU,2017-02-07,3300
NVIDIA GeForce 910M,GPU,2015-03-13,1020
AMD Radeon R5 M330,GPU,2015-05-05,690
NVIDIA GeForce 820M,GPU,2015-03-21,1270
NVIDIA Quadro 600,GPU,2010-12-13,585
AMD Xbox Series X GPU,GPU,2020-11-10,15300
Intel UHD Graphics 610,GPU,2018-04-03,
ATI Mobility Radeon HD 5830,GPU,2010-01-07,1040
ATI Mobility Radeon X1800,GPU,2006-03-01,321
NVIDIA GeForce 7300 GS,GPU,2006-01-18,112
ATI Radeon HD 4830,GPU,2008-10-21,956
NVIDIA GeForce RTX 2080 Ti,GPU,2018-09-20,18600
AMD Radeon HD 6850 1440SP Edition,GPU,2012-08-21,2154
ATI Radeon HD 3610,GPU,2009-09-24,390
AMD Radeon HD 6530D IGP,GPU,2011-06-20,1178
NVIDIA GeForce 7025 + nForce 630a,GPU,2006-02-01,112
NVIDIA GeForce FX 5700 EP,GPU,2004-09-01,82
ATI Radeon X1550 AGP,GPU,2007-01-01,107
AMD FirePro M3900,GPU,2010-10-19,370
AMD Radeon HD 8670D IGP,GPU,2013-03-12,1303
NVIDIA GeForce GTS 450,GPU,2010-09-13,1170
ATI Radeon X1300,GPU,2005-12-01,107
NVIDIA GeForce GTX 870M,GPU,2014-03-12,3540
NVIDIA GeForce GTX 960A,GPU,2015-03-13,1870
NVIDIA Quadro P2200,GPU,2019-06-10,4400
NVIDIA GeForce 8500 GT,GPU,2007-04-17,210
NVIDIA GeForce GTX 680M,GPU,2012-06-04,3540
NVIDIA GeForce GTX 970,GPU,2014-09-19,5200
AMD Radeon RX 5600 XT,GPU,2020-01-21,10300
NVIDIA Quadro FX 3500M,GPU,2007-03-01,278
ATI Radeon HD 2400 PRO AGP,GPU,2007-06-28,180
NVIDIA GeForce GT 520MX,GPU,2011-05-30,292
ATI All-In-Wonder Radeon 8500DV,GPU,2001-08-30,60
ATI Radeon HD 5770 Mac Edition,GPU,2010-07-04,1040
AMD Radeon Pro Vega 48,GPU,2019-03-19,12500
AMD Radeon HD 7560G IGP,GPU,2012-05-15,1303
AMD Radeon R5 A320,GPU,2015-01-01,690
NVIDIA GeForce 7950 GT,GPU,2006-08-06,278
NVIDIA GeForce GTX 980M,GPU,2014-10-07,5200
ATI Radeon 3100 Mobile IGP,GPU,2008-08-15,180
ATI Radeon HD 4870 X2,GPU,2008-08-12,956
NVIDIA Quadro M3000 SE,GPU,2016-10-02,5200
Intel HD Graphics P630,GPU,2016-08-05,
NVIDIA Tesla V100 SXM2 16 GB,GPU,2017-06-21,21100
AMD Radeon R7 M270DX,GPU,2014-06-11,1550
NVIDIA GeForce GTX 570 Rev. 2,GPU,2010-12-07,3000
AMD Radeon 520 Mobile,GPU,2017-04-18,690
NVIDIA GeForce GTX 780M Mac Edition,GPU,2013-11-08,3540
AMD Radeon R7 435 OEM,GPU,2016-06-30,950
NVIDIA Quadro NVS 300M,GPU,2006-05-24,177
NVIDIA Quadro T1000 Mobile GDDR6,GPU,2020-06-08,4700
NVIDIA Quadro P6000,GPU,2016-10-01,11800
AMD Radeon R9 M275X,GPU,2014-01-28,1500
NVIDIA GeForce GT 330M,GPU,2010-01-10,486
ATI Radeon 9000,GPU,2002-07-01,36
AMD Radeon R6 M255DX,GPU,2014-01-07,690
NVIDIA Jetson Xavier NX GPU,GPU,2020-05-14,9000
NVIDIA NVS 300,GPU,2011-01-08,260
ATI Radeon 9200 SE PCI,GPU,2003-03-01,36
NVIDIA Quadro4 200 NVS,GPU,2003-12-22,29
ATI Radeon HD 3450 AGP,GPU,2008-01-23,181
ATI Mobility Radeon HD 565v,GPU,2010-05-05,514
AMD Radeon R7 240,GPU,2013-10-08,950
3dfx Voodoo4-2 4200 AGP,GPU,NaT,14
NVIDIA Quadro P4000 Max-Q,GPU,2017-01-11,7200
NVIDIA GeForce 9800 GT,GPU,2008-07-21,754
Intel GMA 900,GPU,2005-01-01,
NVIDIA Quadro4 500 XGL,GPU,2002-02-19,29
AMD Radeon HD 6570M,GPU,2011-04-25,716
NVIDIA GeForce GTX 460 OEM,GPU,2010-10-11,1950
NVIDIA GeForce GT 630M,GPU,2012-03-22,585
AMD Radeon HD 6670A,GPU,2011-04-19,716
AMD Radeon Vega 3 Mobile,GPU,2019-01-06,4940
AMD Radeon R9 370 1024SP,GPU,2015-06-12,2800
AMD FirePro S9300 X2,GPU,2016-03-31,8900
ATI Mobility Radeon HD 2600 XT Mac Edition,GPU,2007-07-26,390
AMD Radeon HD 8750M,GPU,2013-02-26,950
NVIDIA GeForce GT 340 OEM,GPU,2010-02-02,727
Matrox Millenium P650,GPU,2002-01-02,80
Intel HD Graphics 3000,GPU,2011-02-01,624
Matrox Parhelia PCI,GPU,2001-01-01,80
NVIDIA Tesla C2090,GPU,2011-07-25,3000
NVIDIA GeForce GTX 260 Core 216,GPU,2008-09-16,1400
NVIDIA GeForce 6200 AGP,GPU,2005-04-04,75
ATI Radeon Xpress 1270 Mobile IGP,GPU,2007-02-28,120
NVIDIA GeForce GTX 675M,GPU,2012-03-22,1950
ATI All-In-Wonder X800 GT,GPU,2004-09-21,160
NVIDIA GeForce GT 640M LE,GPU,2012-05-04,585
Intel UHD Graphics 630,GPU,2018-04-03,
AMD FirePro M4150,GPU,2013-10-16,950
Intel UHD Graphics 610,GPU,2018-04-03,
AMD Radeon R7 M260,GPU,2014-06-11,1550
NVIDIA Tesla K20X,GPU,2012-11-12,7080
ATI Radeon 9800 XXL,GPU,2003-10-01,117
AMD Radeon R9 M290X Mac Edition,GPU,2014-11-23,2800
AMD Radeon Sky 500,GPU,2013-03-27,2800
AMD Radeon R7 430 OEM,GPU,2016-06-30,950
AMD Radeon HD 8750A,GPU,2013-02-02,950
NVIDIA GeForce GTX 965M,GPU,2015-01-09,5200
AMD Radeon R9 290,GPU,2013-11-05,6200
AMD Radeon RX 5500 XT,GPU,2019-12-12,6400
NVIDIA Xbox GPU,GPU,2001-11-15,57
NVIDIA GeForce GT 555M,GPU,2011-07-02,1170
ATI Radeon 9600 PRO,GPU,2003-10-01,60
AMD Radeon R7 A360,GPU,2015-01-01,950
NVIDIA GeForce 610M,GPU,2011-12-01,585
NVIDIA Quadro FX 4500 SDI,GPU,2006-01-30,302
ATI Radeon HD 3470,GPU,2008-01-23,181
NVIDIA GeForce 7600 LE,GPU,2006-03-22,177
AMD Radeon Pro WX 2100,GPU,2017-06-04,2200
XGI Volari V8,GPU,2003-09-15,110
Intel HD Graphics 4000,GPU,2012-05-14,1200
NVIDIA GeForce GTX 980,GPU,2014-09-19,5200
AMD Radeon R8 M435DX,GPU,2016-12-12,690
NVIDIA Tesla P4,GPU,2016-09-13,7200
NVIDIA GeForce 8800 GT Mac Edition,GPU,2008-02-01,754
AMD Radeon HD 7530M,GPU,2012-01-07,716
AMD Radeon HD 8690M,GPU,2013-03-01,690
Sony Playstation 2 GPU 65nm,GPU,2007-07-01,54
AMD Radeon RX Vega 64 Liquid Cooling,GPU,2017-08-07,12500
AMD Radeon HD 6570M,GPU,2010-11-26,627
ATI Radeon X1900 XTX,GPU,2006-01-01,384
Matrox Parhelia 256 MB,GPU,2004-03-30,80
ATI Radeon X1950 PRO AGP,GPU,2006-10-25,330
AMD Radeon HD 7650A,GPU,2012-01-05,716
AMD FirePro M2000,GPU,2012-07-01,716
NVIDIA Quadro M1000M,GPU,2015-08-18,1870
AMD Radeon 530X Mobile,GPU,2017-04-18,1550
Intel HD Graphics 4600,GPU,2013-05-27,
NVIDIA GeForce FX 5200 LE,GPU,2003-03-17,45
Matrox Parhelia 128 MB,GPU,2002-06-25,80
NVIDIA GeForce 6500,GPU,2005-10-01,75
AMD Radeon HD 8870M,GPU,2013-04-01,1500
AMD Radeon R5 A220,GPU,2014-01-01,370
AMD Radeon HD 8280E,GPU,2013-04-23,1178
AMD Radeon Pro V340,GPU,2018-08-26,12500
NVIDIA GeForce 710A,GPU,2013-04-01,585
ATI Mobility Radeon 9100 IGP,GPU,2003-06-23,76
NVIDIA GeForce 610M,GPU,2011-12-01,585
NVIDIA GeForce4 440 Go,GPU,2002-02-06,29
AMD Radeon HD 7570 OEM,GPU,2013-03-20,627
NVIDIA GeForce 610M,GPU,2011-12-01,292
NVIDIA Quadro FX 4700 X2,GPU,2008-04-18,754
NVIDIA GeForce RTX 3060 Max-Q,GPU,2021-01-12,13250
Intel GMA 3100,GPU,2007-05-09,
AMD Radeon Vega 3 Mobile,GPU,2020-01-06,4940
ATI Radeon HD 4810,GPU,2009-05-28,956
NVIDIA GeForce GT 240M LE,GPU,2010-01-15,314
NVIDIA GeForce3,GPU,2001-02-27,57
NVIDIA TITAN V CEO Edition,GPU,2018-06-21,21100
NVIDIA GeForce GTX 260 OEM,GPU,2009-12-08,1400
AMD Radeon R5 230 OEM,GPU,2013-12-21,370
NVIDIA GeForce FX 5600,GPU,2003-03-06,80
AMD Atari VCS 800 GPU,GPU,2020-12-14,4940
AMD Radeon Vega 8,GPU,2021-01-12,9800
ATI FirePro 2450 Multi-View,GPU,2009-01-01,181
NVIDIA GeForce GTX 460,GPU,2010-07-12,1950
NVIDIA GeForce MX450 30.5W 8Gbps,GPU,2020-08-25,4700
NVIDIA Quadro FX 4500 X2,GPU,2006-04-24,278
XGI Volari V3 XT,GPU,2003-09-15,25
AMD Radeon RX 5300 XT,GPU,2019-10-07,6400
NVIDIA Quadro P4000 Mobile,GPU,2017-01-11,7200
AMD Radeon RX Vega 56 Mobile,GPU,2018-06-01,12500
AMD Radeon Sky 900,GPU,2013-03-27,4313
NVIDIA GeForce FX 5200 Ultra,GPU,2003-03-06,45
NVIDIA GeForce 6700 XL,GPU,2004-11-14,146
ATI Mobility Radeon 7500C,GPU,2001-12-01,60
AMD AeroBox GPU,GPU,2020-03-13,
ATI Radeon VE,GPU,2001-02-19,30
NVIDIA GeForce GTX 1060 3 GB GP104,GPU,2016-12-25,7200
ATI Radeon Xpress 1250 Mobile IGP,GPU,2007-02-28,120
ATI Radeon 9700,GPU,2002-07-01,110
NVIDIA GeForce GT 750M,GPU,2013-01-09,1270
AMD Radeon HD 7950,GPU,2012-01-31,4313
AMD Radeon R9 380,GPU,2015-06-18,5000
NVIDIA GeForce GTX 950 Low Power,GPU,2016-03-01,2940
ATI Mobility Radeon HD 5450,GPU,2010-01-07,292
AMD FirePro W5170M,GPU,2014-08-25,1500
NVIDIA GeForce FX 5800,GPU,2003-03-06,125
AMD Radeon R5 M435,GPU,2016-05-15,690
AMD Radeon RX Vega M GH,GPU,2018-02-01,5000
NVIDIA GeForce GT 730 OEM,GPU,2015-04-09,1270
AMD Radeon Pro WX 5100,GPU,2016-11-18,5700
NVIDIA GeForce Go 7900 SE,GPU,2006-04-18,177
NVIDIA Jetson TK1 GPU,GPU,2014-10-15,
ATI Radeon HD 4670 AGP,GPU,2009-07-17,514
NVIDIA GeForce GTX 1060 Mobile,GPU,2016-08-15,4400
ATI Mobility Radeon HD 4850,GPU,2009-01-09,956
NVIDIA Quadro NVS 450,GPU,2008-11-11,210
NVIDIA GeForce GT 635M,GPU,2012-03-22,585
NVIDIA GeForce GT 230M,GPU,2009-06-15,486
AMD Xbox One GPU,GPU,2013-11-22,5000
Matrox QID PRO,GPU,2004-12-17,
NVIDIA Tesla M2090,GPU,2011-07-25,3000
AMD Radeon HD 7350M,GPU,2012-01-07,292
AMD Radeon Vega Frontier Edition,GPU,2017-06-27,12500
NVIDIA GeForce GT 520M,GPU,2011-01-05,585
ATI Radeon HD 4450,GPU,2011-11-18,242
AMD Radeon HD 8730 OEM,GPU,2013-09-05,1500
NVIDIA GeForce 405 OEM,GPU,2010-09-03,486
ATI Mobility Radeon X800,GPU,2004-11-01,160
AMD FirePro W9000,GPU,2012-06-14,4313
AMD Radeon R7 265,GPU,2014-02-13,2800
NVIDIA Quadro GV100,GPU,2018-03-27,21100
AMD Radeon R9 270 1024SP,GPU,2015-03-13,2800
NVIDIA GeForce GTX 965M,GPU,2015-01-09,5200
